label,size,instructions,cycles,l1d_loads,l1d_misses,llc_loads,llc_misses,l2_refs,l2_misses
dist128,1024,5517972.0,22442493.0,1043735.0,118336.0,78588.0,4003.0,1661390.0,1121983.0
dist16,1024,25795498.0,27732182.0,4528110.0,99003.0,58859.0,779.0,1260136.0,880473.0
dist1,1024,226161403.0,194519936.0,43863242.0,1167069.0,438628.0,110365.0,10950850.0,6417963.0
dist2,1024,52950821.0,36606814.0,7464952.0,108109.0,69168.0,2000.0,1573520.0,973698.0
dist32,1024,36361685.0,31076471.0,3928423.0,137698.0,94069.0,1733.0,1618980.0,1207826.0
dist4,1024,441121299.0,136564019.0,82371202.0,3258947.0,90538.0,2928.0,13083573.0,1978877.0
dist64,1024,6646872.0,21041528.0,1575726.0,119345.0,77177.0,2069.0,1613833.0,1305720.0
dist8,1024,32676494.0,36806452.0,7215669.0,172822.0,139071.0,1549.0,2130153.0,1631872.0
