# started on Mon Sep  7 06:04:29 2026

2742729,,cpu_core/instructions/,5722106,55.00,,
1575592,,cpu_core/cycles/,7715750,74.00,,
629457,,cpu_core/L1-dcache-loads/,8364317,80.00,,
27185,,cpu_core/L1-dcache-load-misses/,8366320,80.00,4.32,of all L1-dcache accesses
4679,,cpu_core/LLC-loads/,8361430,80.00,,
1101,,cpu_core/LLC-load-misses/,8360095,80.00,23.53,of all LL-cache accesses
193519,,cpu_core/l2_request.all/,4003366,38.00,,
51156,,cpu_core/l2_request.miss/,4000187,38.00,,
